ORDANYO;NUMORD;NUMTAR;CODPDT;FECIMP;HORA;CANTIDAD;DOCSER;DOCNUM;LINEA
1998;000021;01;6T6111;27/10/1998;1611;1;98;000062;1
1998;000021;01;3P7995;28/10/1998;1612;1;98;000063;1
1998;000017;02;2M0344;29/10/1998;1534;9;98;000065;1
1998;000017;02;4E9705;29/10/1998;1534;4;98;000066;1
1998;000017;02;4E9706;04/11/1998;1535;4;98;000067;1
1998;000017;02;8R4086;29/10/1998;1535;4;98;000068;1
1998;000017;02;9G8009;29/10/1998;1535;1;98;000069;1
1998;000017;03;1214038;29/10/1998;1537;30;98;000070;1
1998;000017;03;1214043;29/10/1998;1537;30;98;000071;1
1998;000017;03;6I2501;29/10/1998;1538;1;98;000072;1
1998;000017;03;1R0739;29/10/1998;1539;1;98;000073;1
1998;000017;03;1P2299;29/10/1998;1539;1;98;000074;1
1998;000017;03;1R0722;29/10/1998;1540;2;98;000075;1
1998;000017;03;1R0746;29/10/1998;1540;1;98;000076;1
1998;000017;02;7K9680;29/10/1998;1548;1;98;000077;1
1998;000017;04;4900-46-II;29/10/1998;1548;1;98;000078;1
1998;000022;02;6N9245;06/11/1998;1045;1;98;000080;1
1998;000022;02;7S8767;06/11/1998;1112;2;98;000081;1
1998;000022;02;8H9818;06/11/1998;1112;1;98;000082;1
1998;000022;02;7N1462;06/11/1998;1113;1;98;000083;1
1998;000036;01;4903-6-M.F.;10/11/1998;1009;1;98;000084;1
1998;000010;03;6Y7934;11/11/1998;1343;5;98;000085;1
1998;000010;03;5H3252;11/11/1998;1344;2;98;000086;1
1998;000010;03;6V0357;11/11/1998;1345;1;98;000087;1
1998;000010;03;8T2471;11/11/1998;1345;1;98;000088;1
1998;000010;03;9X6139;11/11/1998;1345;1;98;000089;1
1998;000010;03;8T2474;11/11/1998;1346;1;98;000090;1
1998;000010;03;6Y7935;11/11/1998;1346;20;98;000091;1
1998;000010;03;6P2234;11/11/1998;1347;21;98;000093;1
1998;000010;03;8T2472;11/11/1998;1348;1;98;000095;1
1998;000010;03;6P3735;11/11/1998;1348;9;98;000096;1
1998;000010;03;1T0099;11/11/1998;1348;24;98;000097;1
1998;000010;03;8E5284;11/11/1998;1349;21;98;000098;1
1998;000010;03;6P2233;11/11/1998;1349;3;98;000099;1
1998;000010;03;6P3733;11/11/1998;1349;3;98;000100;1
1998;000010;03;6P3910;11/11/1998;1350;42;98;000101;1
1998;000010;03;9P7516;11/11/1998;1350;6;98;000102;1
1998;000010;03;5P3131;11/11/1998;1351;3;98;000103;1
1998;000010;03;9G5525;11/11/1998;1351;12;98;000104;1
1998;000010;03;8T2475;11/11/1998;1555;1;98;000106;1
1998;000010;04;4901-T;11/11/1998;1610;5;98;000108;1
1998;000010;03;LIQUIDO FRENOS;12/11/1998;1211;2;98;000109;1
1998;000031;01;4901-B-R;25/10/1998;1333;2;98;000112;1
1998;000025;01;4900-1" 8.8;19/11/1998;1507;11;98;000113;1
1998;000025;01;4900-1"X100;19/11/1998;1509;10;98;000114;1
1998;000025;01;4900-1"X090;19/11/1998;1510;1;98;000115;1
1998;000025;01;75507;19/11/1998;1528;1;98;000116;1
1998;000038;02;19704;18/11/1998;1128;1;98;000118;1
1998;000028;01;8S3094;06/11/1998;1121;1;98;000119;1
1998;000028;01;6F4855;06/11/1998;1122;2;98;000120;1
1998;000028;01;4D1577;06/11/1998;1122;2;98;000121;1
1998;000028;01;5D5376;09/11/1998;1123;1;98;000122;1
1998;000028;01;1P9594;09/11/1998;1123;2;98;000123;1
1998;000028;01;1P9593;09/11/1998;1124;2;98;000124;1
1998;000028;04;3J7632;09/11/1998;1125;1;98;000125;1
1998;000028;04;5J5559;09/11/1998;1125;1;98;000126;1
1998;000028;04;1J2176;09/11/1998;1126;1;98;000127;1
1998;000028;04;2J0744;06/11/1998;1129;1;98;000128;1
1998;000028;04;6J7167;06/11/1998;1129;1;98;000129;1
1998;000028;04;5J8325;06/11/1998;1130;1;98;000130;1
1998;000028;04;6J4169;06/11/1998;1130;1;98;000131;1
1998;000028;04;3J9703;06/11/1998;1131;2;98;000132;1
1998;000028;04;5J4991;06/11/1998;1132;2;98;000133;1
1998;000028;04;2K4472;06/11/1998;1132;2;98;000134;1
1998;000028;04;2K4473;06/11/1998;1132;2;98;000135;1
1998;000028;04;6J6553;06/11/1998;1133;2;98;000136;1
1998;000028;04;5J8275;06/11/1998;1133;2;98;000137;1
1998;000028;04;1J3540;06/11/1998;1134;2;98;000138;1
1998;000016;05;4900-162;20/11/1998;1851;1;98;000139;1
1998;000046;02;1U4835;19/11/1998;1515;2;98;000141;1
1998;000046;02;9J6367;19/11/1998;1550;3;98;000142;1
1998;000046;02;6V4591;19/11/1998;1551;2;98;000143;1
1998;000046;02;5J1808;19/11/1998;1552;1;98;000144;1
1998;000046;02;5P7701;19/11/1998;1552;2;98;000145;1
1998;000046;02;617540;19/11/1998;1553;1;98;000146;1
1998;000046;02;4J0523;19/11/1998;1556;1;98;000147;1
1998;000046;02;2S4078;19/11/1998;1557;1;98;000148;1
1998;000046;02;8L2786;19/11/1998;1609;1;98;000149;1
1998;000055;01;4901-ALT;24/11/1998;1619;1;98;000150;1
1998;000055;01;4901-LAM;24/11/1998;1619;2;98;000151;1
1998;000044;03;7M0879;19/11/1998;1628;1;98;000152;1
1998;000044;03;5H2912;19/11/1998;1629;2;98;000153;1
1998;000044;03;6B6224;19/11/1998;1630;24;98;000154;1
1998;000044;03;5B3718;19/11/1998;1631;3;98;000155;1
1998;000044;03;6L7813;19/11/1998;1632;24;98;000156;1
1998;000044;03;7B2420;19/11/1998;1633;16;98;000157;1
1998;000044;03;617539;19/11/1998;1634;2;98;000158;1
1998;000044;03;7H1662;19/11/1998;1635;1;98;000159;1
1998;000044;03;7M7666;19/11/1998;1636;6;98;000160;1
1998;000044;03;6L7814;19/11/1998;1638;16;98;000161;1
1998;000044;03;6N2235;19/11/1998;1638;3;98;000162;1
1998;000044;03;2M0707;19/11/1998;1640;1;98;000163;1
1998;000057;01;1W5170;25/11/1998;1133;1;98;000165;1
1998;000060;01;4901-MV;01/12/1998;1240;1;98;000171;1
1998;000054;01;4900-CC;01/12/1998;1610;1;98;000172;1
1998;000054;01;4900-FL;01/12/1998;1612;1;98;000173;1
1998;000051;02;9J4893;02/12/1998;1037;1;98;000174;1
1998;000056;02;9S1074;02/12/1998;1041;1;98;000178;1
1998;000056;02;1M4169;02/12/1998;1041;2;98;000179;1
1998;000056;02;4W0452;03/12/1998;1049;1;98;000183;1
1998;000056;01;9W6666;30/11/1998;1335;2;98;000186;1
1998;000064;01;1H7422;14/12/1998;1635;2;98;000187;1
1998;000064;01;1V0022;14/12/1998;1638;2;98;000188;1
1998;000064;01;1H8129;11/12/1998;1728;4;98;000191;1
1998;000064;01;5F3144;11/12/1998;1729;2;98;000192;1
1998;000064;01;2B8824;11/12/1998;1740;1;98;000193;1
1998;000064;01;8Y6311;11/12/1998;1741;2;98;000194;1
1998;000064;01;3F5504;11/12/1998;1742;11;98;000195;1
1998;000064;01;1B4102;11/12/1998;1744;2;98;000196;1
1998;000064;01;1H7478;11/12/1998;1845;2;98;000197;1
1998;000064;01;5K1767;11/12/1998;1746;4;98;000198;1
1998;000064;01;4K4390;11/12/1998;1747;2;98;000199;1
1998;000064;01;8F4469;11/12/1998;1747;2;98;000200;1
1998;000064;01;4K4376;11/12/1998;1748;2;98;000201;1
1998;000064;01;4907-01;10/12/1998;1843;1;98;000202;1
1998;000072;01;65386;17/12/1998;1012;7;98;000203;1
1998;000072;01;17639;17/12/1998;1012;1;98;000204;1
1998;000072;01;65000;17/12/1998;1013;1;98;000205;1
1998;000072;01;14826;17/12/1998;1013;1;98;000206;1
1998;000064;01;1214043;17/12/1998;1604;12;98;000207;1
1998;000073;01;14826;17/12/1998;1644;1;98;000208;1
1998;000073;01;17639;17/12/1998;1646;1;98;000209;1
1998;000073;01;65000;17/12/1998;1646;1;98;000210;1
1998;000064;01;9S3808;17/12/1998;0850;1;98;000211;1
1998;000051;03;6N9211;19/11/1998;1314;1;98;000212;1
1998;000051;03;5M2622;19/11/1998;1314;1;98;000213;1
1998;000051;03;5M2619;19/11/1998;1315;1;98;000214;1
1998;000062;01;2K4472;08/12/1998;1328;1;98;000215;1
1998;000062;01;2D8540;09/12/1998;1331;3;98;000216;1
1998;000062;01;3D8422;09/12/1998;1332;1;98;000217;1
1998;000062;01;2D6533;09/12/1998;1333;1;98;000218;1
1998;000062;01;1H8278;09/12/1998;1333;1;98;000219;1
1998;000062;01;3K9608;09/12/1998;1335;1;98;000220;1
1998;000062;01;7V6791;09/12/1998;1336;1;98;000221;1
1998;000062;01;7J5367;09/12/1998;1336;1;98;000222;1
1998;000062;01;9K2549;09/12/1998;1337;1;98;000223;1
1998;000062;01;6W4749;09/12/1998;1337;1;98;000224;1
1998;000062;01;2V4374;09/12/1998;1338;1;98;000225;1
1998;000062;01;3K9604;09/12/1998;1339;2;98;000226;1
1998;000062;01;7S8561;09/12/1998;1339;2;98;000227;1
1998;000051;02;8K7170;15/12/1998;1351;1;98;000228;1
1998;000056;01;4907-02;30/11/1998;1040;1;98;000237;1
1998;000041;03;4900-REP;02/12/1998;1303;1;98;000238;1
1998;000077;01;4901-LAM/H3;14/12/1998;1345;2;98;000239;1
1998;000077;01;4901-LAM/H4;14/12/1998;1345;2;98;000240;1
1998;000077;01;4901-RLXB;14/12/1998;1347;1;98;000241;1
1998;000077;01;4901-T;14/12/1998;1348;10;98;000242;1
1998;000077;01;4901-CNX;14/12/1998;1348;1;98;000243;1
1998;000078;01;4901-AV;14/12/1998;1349;1;98;000244;1
1998;000078;01;4901-LAM/EU;14/12/1998;1349;1;98;000245;1
1998;000078;01;4901-FCH;14/12/1998;1350;5;98;000246;1
1998;000078;01;4901-T;14/12/1998;1350;8;98;000247;1
1998;000083;01;4901-CLT;22/12/1998;1536;1;98;000250;1
1998;000083;01;4901-PTF;22/12/1998;1536;1;98;000251;1
1998;000083;01;4901-B-R;22/12/1998;1537;1;98;000252;1
1998;000083;01;4901-T;23/12/1998;1537;10;98;000253;1
1998;000032;01;2M0344;10/11/1998;1653;4;98;000254;1
1998;000032;01;4E9706;10/11/1998;1654;2;98;000255;1
1998;000032;01;4E9705;10/11/1998;1654;2;98;000256;1
1998;000032;01;8R4086;10/11/1998;1655;1;98;000257;1
1998;000032;01;LIQUIDO FRENOS;10/11/1998;1655;3;98;000258;1
1998;000041;03;4900-REC;02/12/1998;1658;1;98;000259;1
1998;000086;02;7X2711;27/11/1998;1209;2;98;000260;1
1998;000086;02;7X2712;27/11/1998;1210;2;98;000261;1
1998;000086;02;1P4576;27/11/1998;1214;2;98;000262;1
1998;000032;01;9W6671;29/12/1998;0925;2;98;000263;1
1998;000032;01;5M0578;29/12/1998;0928;2;98;000266;1
1998;000032;01;4V8534;29/12/1998;0929;2;98;000267;1
1998;000032;01;7K1839;29/12/1998;0929;2;98;000268;1
1998;000032;02;4E9706;30/12/1998;1229;2;98;000269;1
1998;000032;02;4E9705;30/12/1998;1229;2;98;000270;1
1998;000032;02;9X3975;30/12/1998;1230;1;98;000271;1
1998;000032;02;9W6671;30/12/1998;1230;2;98;000272;1
1998;000032;01;1214043;30/12/1998;1233;30;98;000274;1
1998;000032;02;LIQUIDO FRENOS;30/12/1998;1235;6;98;000275;1
1998;000032;04;1R0739;30/12/1998;1351;1;98;000276;1
1998;000032;04;6I2502;30/12/1998;1352;1;98;000277;1
1998;000032;04;6I2501;30/12/1998;1352;1;98;000278;1
1998;000032;04;1R0746;30/12/1998;1353;1;98;000279;1
1998;000032;04;1P2299;30/12/1998;1353;1;98;000280;1
1998;000032;04;1214038;30/12/1998;1353;20;98;000281;1
1998;000032;04;1214043;30/12/1998;1354;40;98;000282;1
1999;000004;01;64041;04/01/1999;1005;5;98;000283;1
1999;000004;01;4900-CPLASTICO;04/01/1999;1005;10;98;000284;1
1998;000032;01;9X3975;10/11/1998;1104;2;98;000285;1
1998;000034;01;5K7405;09/11/1998;1645;2;98;000286;1
1998;000034;01;1V4850;09/11/1998;1646;2;98;000287;1
1998;000034;01;LIQUIDO FRENOS;09/11/1998;1647;3;98;000288;1
1998;000088;01;4901-LAM/EU;14/12/1998;1900;2;98;000289;1
1998;000088;01;4901-T;14/12/1998;1900;10;98;000290;1
1998;000085;01;73139;29/12/1998;1043;1;98;000291;1
1998;000089;01;4901-AV-B;14/12/1998;1201;1;98;000293;1
1998;000089;01;4901-AV-C;14/12/1998;1202;3;98;000294;1
1999;000012;02;7N5933;15/01/1999;1556;1;98;000295;1
1999;000026;01;1T0010F;20/01/1999;1543;1;98;000296;1
1999;000026;01;1R0749;20/01/1999;1545;4;98;000297;1
1999;000026;01;2P4005;20/01/1999;1546;4;98;000298;1
1999;000026;01;6L4714;20/01/1999;1546;2;98;000299;1
1999;000026;01;4N0015;20/01/1999;1547;2;98;000300;1
1999;000026;01;1214038;20/01/1999;1548;180;98;000301;1
1999;000005;01;0993029;15/01/1999;1602;1;98;000302;1
1999;000005;01;1330459;15/01/1999;1602;3;98;000303;1
1999;000005;01;1329392;15/01/1999;1543;3;98;000304;1
1999;000005;01;4904-711;15/01/1999;1604;1;98;000305;1
1999;000005;01;65000;18/01/1999;1717;1;98;000306;1
1999;000012;01;9S2354;14/01/1999;1805;1;98;000307;1
1999;000012;01;7N8779;14/01/1999;1806;1;98;000308;1
1999;000012;01;2N2766;14/01/1999;1807;12;98;000309;1
1999;000012;01;0S1571;14/01/1999;1808;4;98;000310;1
1999;000012;01;9Y1979;14/01/1999;1808;1;98;000311;1
1999;000012;01;6V1427;14/01/1999;1808;5;98;000312;1
1999;000012;01;6V1426;14/01/1999;1809;2;98;000313;1
1999;000012;01;8M7145;14/01/1999;1810;8;98;000314;1
1999;000012;01;1B5355;14/01/1999;1810;4;98;000315;1
1999;000012;01;5S6735;14/01/1999;1810;1;98;000316;1
1999;000012;01;0S1571;14/01/1999;1811;2;98;000317;1
1999;000012;01;7L3195;14/01/1999;1812;4;98;000318;1
1999;000012;01;1S4295;14/01/1999;1814;1;98;000319;1
1999;000012;01;1S4810;14/01/1999;1814;1;98;000320;1
1999;000012;01;3K0360;14/01/1999;1815;2;98;000321;1
1999;000012;01;7M7273;14/01/1999;1815;1;98;000322;1
1999;000003;02;9P7121;22/01/1999;1849;1;98;000323;1
1999;000003;03;8T2604;22/01/1999;1850;2;98;000324;1
1999;000003;03;7N8779;22/01/1999;1851;1;98;000325;1
1999;000003;03;1052508;22/01/1999;1852;1;98;000326;1
1999;000003;03;1T0416;22/01/1999;1852;4;98;000327;1
1999;000003;03;5S2106;22/01/1999;1853;1;98;000328;1
1999;000003;03;7N0944;22/01/1999;1854;1;98;000329;1
1999;000003;05;1N4654;22/01/1999;1855;1;98;000330;1
1999;000003;05;1W4369;22/01/1999;1855;1;98;000331;1
1999;000003;05;7N9417;22/01/1999;1855;1;98;000332;1
1999;000003;05;7W5685;22/01/1999;1856;1;98;000333;1
1999;000003;06;5H6733;22/01/1999;1856;2;98;000334;1
1999;000003;08;4K5122;22/01/1999;1857;6;98;000335;1
1999;000003;08;6N7987;22/01/1999;1857;3;98;000336;1
1999;000003;08;6N7988;22/01/1999;1858;3;98;000337;1
1999;000003;03;0R3418;25/01/1999;0849;2;98;000338;1
1999;000003;02;2000X1000X4;22/01/1999;0901;2;98;000339;1
1999;000003;06;3G4770;22/01/1999;1115;1;98;000340;1
1999;000003;05;4905-6307;22/01/1999;1736;1;98;000347;1
1999;000003;05;4905-6207;22/01/1999;1737;1;98;000348;1
1999;000003;08;4901-B-R;23/01/1999;1750;4;98;000349;1
1999;000003;08;4901-LAM/5W;23/01/1999;1751;3;98;000350;1
1999;000003;08;4901-TUB;23/01/1999;1751;3;98;000351;1
1999;000003;08;4901-CAB;23/01/1999;1752;3;98;000352;1
1999;000003;08;4901-CNX;23/01/1999;1752;3;98;000353;1
1999;000003;08;4901-T;23/01/1999;1753;20;98;000354;1
1999;000012;02;4901-PTF;20/01/1999;0933;2;98;000355;1
1999;000012;02;4901-RLXB;20/01/1999;0934;1;98;000356;1
1999;000040;01;14826;29/01/1999;0916;1;98;000357;1
1999;000040;01;17639;29/01/1999;0917;1;98;000358;1
1999;000040;01;65000;29/01/1999;0917;1;98;000359;1
1999;000027;01;7K7237;01/02/1999;1208;3;98;000360;1
1999;000027;01;8S0542;01/02/1999;1208;6;98;000361;1
1999;000027;01;1M9610;01/02/1999;1209;6;98;000362;1
1999;000027;01;7K1700;01/02/1999;1209;6;98;000363;1
1999;000027;01;6K9230;01/02/1999;1210;2;98;000364;1
1999;000027;01;6K0433;01/02/1999;1210;1;98;000365;1
1999;000027;01;8K6321;01/02/1999;1211;1;98;000366;1
1999;000027;01;4V9577;01/02/1999;1211;3;98;000367;1
1998;000063;01;4903-LA1;17/12/1998;1349;1;98;000368;1
1998;000063;01;4903-LC1;17/12/1998;1350;1;98;000369;1
1998;000058;01;4903-15/10;17/12/1998;1351;1;98;000370;1
1998;000058;01;4903-RACOR-PVC;17/12/1998;1351;2;98;000371;1
1998;000058;01;4903-FLEX;17/12/1998;1355;3;98;000372;1
1998;000058;01;4903-P9-PN;17/12/1998;1358;1;98;000373;1
1998;000058;01;4903-DBN-15/10;17/12/1998;1358;1;98;000374;1
1998;000058;01;4903-RELEX;02/12/1998;1400;1;98;000375;1
1999;000037;02;1090074;26/01/1999;1759;1;98;000376;1
1999;000032;03;3K1650;28/01/1999;1759;1;98;000377;1
1999;000014;01;4905-6211;26/01/1999;1800;2;98;000378;1
1999;000028;01;1P3935;28/01/1999;1800;1;98;000379;1
1999;000014;01;1.78X12.42;29/01/1999;1804;2;98;000380;1
1999;000014;01;1.78X10.82;29/01/1999;1805;2;98;000381;1
1999;000014;01;1.78X12.42;29/01/1999;1806;2;98;000382;1
1999;000014;01;3.53X196.44;29/01/1999;1806;1;98;000383;1
1999;000014;01;3.53X126.59;29/01/1999;1807;1;98;000384;1
1999;000014;01;3.53X31.34;29/01/1999;1807;2;98;000385;1
1999;000028;01;1P4577;01/02/1999;0900;1;98;000386;1
1999;000002;01;1P2662;05/01/1999;0859;2;98;000387;1
1999;000002;01;9J7814;05/01/1999;0859;1;98;000388;1
1999;000002;01;1P2636;05/01/1999;0859;2;98;000389;1
1999;000020;01;4900-S;15/01/1999;1248;1;98;000390;1
1999;000020;01;4900-10X100;29/01/1999;1344;4;98;000391;1
1999;000020;01;4900-6X60;29/01/1999;1345;5;98;000392;1
1999;000020;01;1871-26;29/01/1999;1345;4;98;000393;1
1999;000020;01;4909-70X25;29/01/1999;1534;0,7;98;000394;1
1999;000020;01;4909-25;29/01/1999;1535;1;98;000395;1
1999;000038;02;3.53X63.09;29/01/1999;1542;2;98;000396;1
1999;000018;01;4900-RR;28/01/1999;1619;1;98;000397;1
1999;000014;01;4900-CPLASTICO;02/02/1999;1727;4;98;000398;1
1999;000038;02;2.62X9.19;01/02/1999;1729;4;98;000399;1
1999;000038;02;1.78X60.05;01/02/1999;1729;2;98;000400;1
1999;000039;01;PORTES;03/02/1999;1645;1;98;000401;1
1999;000039;01;4900-S6.16;03/02/1999;1646;2;98;000402;1
1999;000039;01;4900-S6.25;03/02/1999;1646;2;98;000403;1
1999;000038;03;4900-VAL;03/02/1999;1647;1;98;000404;1
1999;000038;03;3.53X28.17;03/02/1999;1557;6;98;000405;1
1999;000038;03;2.62X21.89;03/02/1999;1558;7;98;000406;1
1999;000038;03;3.53X34.52;03/02/1999;1558;2;98;000407;1
1999;000038;03;2.62X20.29;03/02/1999;1559;7;98;000408;1
1999;000038;03;2.62X12.37;03/02/1999;1559;11;98;000409;1
1999;000038;03;2.62X9.19;03/02/1999;1604;2;98;000410;1
1999;000038;03;2.62X7.59;03/02/1999;1604;1;98;000411;1
1999;000038;03;2.62X18.72;03/02/1999;1604;1;98;000412;1
1999;000038;03;3.53X26.57;03/02/1999;1605;1;98;000413;1
1999;000038;03;2.62X23.47;03/02/1999;1605;1;98;000414;1
1999;000038;03;2.62X13.94;03/02/1999;1606;2;98;000415;1
1999;000038;03;1.78X4.47;03/02/1999;1606;6;98;000416;1
1999;000038;03;1872-8;03/02/1999;1610;12;98;000417;1
1999;000038;03;1871-8;03/02/1999;1610;12;98;000418;1
1999;000038;03;4900-3/8;03/02/1999;1611;4;98;000419;1
1999;000046;01;4900-3/8X40;03/02/1999;1617;4;98;000420;1
1999;000046;01;1871-10;03/02/1999;1618;4;98;000421;1
1999;000046;01;1872-10;03/02/1999;1618;4;98;000422;1
1999;000032;03;4900-3/8X40;03/02/1999;1621;8;98;000423;1
1999;000032;03;1871-10;03/02/1999;1621;10;98;000424;1
1999;000032;03;1872-10;03/02/1999;1622;10;98;000425;1
1999;000032;03;4K5122;03/02/1999;1623;4;98;000426;1
1999;000032;03;8M8948;03/02/1999;1623;4;98;000427;1
1999;000032;03;5M2525;03/02/1999;1623;1;98;000428;1
1999;000032;01;8V7175;03/02/1999;1624;2;98;000429;1
1999;000032;01;1V3323;03/02/1999;1625;24;98;000430;1
1999;000032;01;3K0453;03/02/1999;1625;24;98;000431;1
1999;000023;01;2H1193;23/01/1999;0941;2;98;000432;1
1999;000023;01;1090072;23/01/1999;0942;2;98;000433;1
1999;000023;01;4N1156;22/01/1999;0942;2;98;000434;1
1999;000023;01;7C0307;22/01/1999;0943;3;98;000435;1
1999;000023;01;4W4794;22/01/1999;0944;2;98;000436;1
1999;000023;01;7W2327;22/01/1999;0944;1;98;000437;1
1999;000023;01;5P1262;22/01/1999;0945;4;98;000438;1
1999;000023;01;9X1413;23/01/1999;0946;1;98;000439;1
1999;000022;01;36811122;23/01/1999;1003;1;98;000440;1
1999;000022;01;0490734;23/01/1999;1003;1;98;000441;1
1999;000022;01;15451-43561;23/01/1999;1004;1;98;000442;1
1999;000022;01;E1ADKN-8260;23/01/1999;1004;1;98;000443;1
1999;000022;01;4903-RT;23/01/1999;1010;1;98;000444;1
1999;000048;01;4901-BT;02/02/1999;1129;2;98;000445;1
1999;000048;01;4901-RLXB;02/02/1999;1130;1;98;000446;1
1999;000048;01;4901-TBR;02/02/1999;1131;2;98;000447;1
1999;000055;01;1214038;07/02/1999;0946;5;98;000448;1
1999;000057;02;4900-S;09/02/1999;1528;1;98;000449;1
1999;000057;02;7X2726;09/02/1999;1529;1;98;000450;1
1999;000057;02;4900-10X100;09/02/1999;1529;1;98;000451;1
1999;000057;02;4900-MAZA;09/02/1999;1530;1;98;000452;1
1999;000057;02;1P3703;09/02/1999;1530;2;98;000453;1
1999;000061;01;24824;11/02/1999;1600;2;98;000454;1
1999;000061;01;22681;11/02/1999;1601;2;98;000455;1
1999;000061;01;24821;11/02/1999;1601;2;98;000456;1
1999;000061;01;17639;11/02/1999;1601;1;98;000457;1
1999;000061;01;65000;11/02/1999;1601;1;98;000458;1
1999;000061;01;14826;11/02/1999;1602;1;98;000459;1
1999;000061;01;4900-20-150X90;11/02/1999;1657;12;98;000460;1
1999;000061;01;4900-20-150;11/02/1999;1658;12;98;000461;1
1999;000061;01;1872-20;11/02/1999;1658;12;98;000462;1
1999;000041;04;4790-REP;11/02/1999;1750;1;98;000463;1
1999;000041;04;4790-INY;11/02/1999;1750;6;98;000464;1
1999;000041;04;4790-1376;11/02/1999;1751;6;98;000465;1
1999;000041;04;4790-1802;11/02/1999;1751;1;98;000466;1
1999;000041;04;4790-1809;11/02/1999;1752;3;98;000467;1
1999;000041;04;4790-0592;11/02/1999;1753;1;98;000468;1
1999;000041;04;4790-4482;11/02/1999;1753;1;98;000469;1
1999;000041;04;4790-6103;11/02/1999;1754;1;98;000470;1
1999;000041;04;4790-6002;11/02/1999;1754;2;98;000471;1
1999;000041;04;4790-6111;11/02/1999;1755;2;98;000472;1
1999;000041;04;4790-8383;11/02/1999;1756;2;98;000473;1
1999;000041;04;4790-7654;11/02/1999;1756;6;98;000474;1
1999;000041;04;4790-1612;11/02/1999;1756;6;98;000475;1
1999;000041;04;4790-1681;11/02/1999;1757;24;98;000476;1
1999;000041;04;4790-8102;11/02/1999;1757;24;98;000477;1
1999;000041;04;4790-2581;11/02/1999;1758;1;98;000478;1
1999;000041;04;4790-5180;11/02/1999;1758;1;98;000479;1
1999;000041;04;4790-5254;11/02/1999;1758;1;98;000480;1
1999;000041;04;4790-2786;11/02/1999;1759;1;98;000481;1
1999;000041;04;4790-0170;11/02/1999;1759;1;98;000482;1
1999;000041;04;4790-9137;11/02/1999;1759;6;98;000483;1
1999;000041;04;4790-9136;11/02/1999;1800;6;98;000484;1
1999;000041;04;4790-1309;11/02/1999;1800;1;98;000485;1
1999;000041;04;4790-4423;11/02/1999;1800;1;98;000486;1
1999;000041;04;4790-4421;11/02/1999;1801;1;98;000487;1
1999;000023;01;4900-TCC;22/01/1999;1815;1;98;000488;1
1999;000041;04;4790-2379;11/02/1999;1818;7;98;000489;1
1999;000041;04;4790-7750;11/02/1999;1818;6;98;000490;1
1999;000041;04;4790-0392;11/02/1999;1819;1;98;000491;1
1999;000041;04;4790-4144;11/02/1999;1819;1;98;000492;1
1999;000041;04;4790-8994;11/02/1999;1819;6;98;000493;1
1999;000041;04;4790-9968;11/02/1999;1819;6;98;000494;1
1999;000047;03;1S4295;09/02/1999;1140;1;98;000495;1
1999;000047;03;8N8196;09/02/1999;1140;1;98;000496;1
1999;000047;03;2N2766;09/02/1999;1141;8;98;000497;1
1999;000062;01;1214043;12/02/1999;1355;10;98;000498;1
1999;000036;01;4N8557;28/01/1999;1819;1;98;000499;1
1999;000036;01;4N8561;28/01/1999;1819;1;98;000500;1
1999;000055;02;8N7369;16/02/1999;1624;1;98;000501;1
1999;000067;01;4900-K;16/02/1999;1648;1;98;000502;1
1999;000067;01;186519-M1;16/02/1999;1200;1;98;000503;1
1999;000069;01;36470;17/02/1999;1322;-1;98;000504;1
1999;000069;01;31068;17/02/1999;1322;-1;98;000505;1
1999;000069;01;31069;17/02/1999;1322;2;98;000506;1
1999;000069;01;36519N;17/02/1999;1323;1;98;000507;1
1999;000047;03;2N2765;09/02/1999;1027;8;98;000508;1
1998;000090;01;1065-8X1;24/11/1998;1013;3;98;000509;1
1998;000090;01;LIQUIDO FRENOS;24/11/1998;1015;8;98;000510;1
1998;000090;02;9C8681;24/11/1998;1016;1;98;000511;1
1998;000090;03;6I3828;01/02/1999;1016;1;98;000512;1
1998;000090;03;6I2499;01/02/1999;1018;1;98;000513;1
1998;000090;03;6I2500;01/02/1999;1018;1;98;000514;1
1998;000090;03;1R0741;01/02/1999;1019;2;98;000515;1
1998;000090;03;1214043;01/02/1999;1019;50;98;000516;1
1998;000090;03;1214038;01/02/1999;1019;5;98;000517;1
1998;000090;04;4900-KT;01/02/1999;1020;1;98;000518;1
1998;000090;04;LATIGUILLO;01/02/1999;1020;1;98;000519;1
1998;000090;06;5V5661;01/02/1999;1020;2;98;000520;1
1998;000090;06;7K9343;01/02/1999;1021;2;98;000521;1
1998;000090;07;4H6112;01/02/1999;1021;1;98;000522;1
1999;000070;01;5J8325;09/02/1999;0800;2;98;000523;1
1999;000070;01;8C9121;09/02/1999;1110;2;98;000524;1
1999;000070;01;8T8389;09/02/1999;1111;2;98;000525;1
1999;000070;01;9J0711;09/02/1999;1111;2;98;000526;1
1999;000070;01;8T1789;09/02/1999;1111;2;98;000527;1
1999;000070;01;9F1399;09/02/1999;1112;2;98;000528;1
1999;000047;03;8R7075;09/02/1999;1112;1;98;000529;1
1999;000047;03;2M2489;09/02/1999;1113;1;98;000530;1
1999;000047;03;5S2106;09/02/1999;1113;1;98;000531;1
1999;000047;03;9F4446;09/02/1999;1113;1;98;000532;1
1999;000047;03;7N0200;09/02/1999;1114;1;98;000533;1
1999;000047;03;5F3144;09/02/1999;1114;1;98;000534;1
