CODALM;CODPDT;LOCALIZ;SISVAL;PVP1;PVP2;PVP3;PVP4;PVP5;PRESTA;PREULT;PREMED;CANEXI;CODPRV;STOCKMIN;STOCKMAX
01;22542-4-4;ESTANTERIA RACO;M;2,14;0;2,14;0;2,14;0;0,957;0,957;0;00001;0;0
01;20542-4-4;;M;1,72;0;1,72;0;1,72;0;0;0,75127;0;;0;0
01;20592-4-4;E;M;1,98;0;1,98;0;1,98;0;0,819;0,75793;0;00001;0;0
01;22592-4-4;;M;2,08;0;2,08;0;2,08;0;1,03;1,03;0;00001;0;0
01;12510-4-6;;M;1,17;0;1,17;0;1,17;0;0,615;0,615;0;00001;0;0
01;20511-4-6;ESTANTERIA RACO;M;1,11;0;1,11;0;1,11;0;0;0,54091;0;00001;0;0
01;22592-4-6;;M;3,6;0;3,6;0;3,6;0;1,116;1,116;0;00001;0;0
01;20592-4-6;;M;2,4;0;2,4;0;2,4;0;1,268;1,268;0;00001;0;0
01;22511-4-6;ESTANTERIA RACO;M;1,12389;0;0;0;0;0;0,615;0,615;0;00001;0;0
01;22542-4-6;ESTANTERIA RACO;M;2,22;0;2,22;0;2,22;0;0;0;0;00001;0;0
01;20542-4-6;ESTANTERIA RACO;M;2,4;0;2,4;0;2,4;0;0;1,32223;0;00001;0;0
01;638-4-6;ESTANTERIA RACO;M;0,85344;0;0;0;0;0;0;0;0;00001;0;0
01;00200-4-4;ESTANTERIA RACO;M;0,63106;0;0;0;0;0;0;0,26205;0;00001;0;0
01;672-14-14;050301;M;1;0;1;0;1;0;0;0,30022;17;00001;10;20
01;22512-6-4;ESTANTERIA RACO;M;1,71288;0;0;0;0;0;0;0;0;00001;0;0
01;20511-6-4;ESTANTERIA RACO;M;1,56;0;1,56;0;1,56;0;0,777;0,77812;0;00001;0;0
01;22592-6-4;ESTANTERIA RACO;M;2,87284;0;0;0;0;0;0;0;0;00001;0;0
01;20591-6-4;ESTANTERIA RACO;M;3,06;0;3,06;0;3,06;0;0;1,21404;0;00001;0;0
01;20592-6-6;ESTANTERIA RACO;M;2,57233;0;0;0;0;0;0;0,91955;0;00001;0;0
01;22542-6-6;ESTANTERIA RACO;M;2,64;0;2,64;0;2,65;0;0;0;0;;0;0
01;20542-6-6;ESTANTERIA RACO;M;2,12;0;2,12;0;2,12;0;0;0,96162;0;00001;0;0
01;22512-6-6;ESTANTERIA RACO;M;1;0;1;0;1;0;0,455;0;0;00001;0;0
01;20511-6-6;ESTANTERIA RACO;M;1;0;1;0;1;0;0,522;0,522;0;00001;0;0
01;12510-6-6;ESTANTERIA RACO;M;0,96;0;0,96;0;0,96;0;0;0;0;00001;0;0
01;10510-6-6;ESTANTERIA RACO;M;1,18;0;1,18;0;1,18;0;0;0;0;00001;0;0
01;10010-6-6;;M;1,03374;0;0;0;0;0;0;0;0;00001;0;0
01;728-06-06;050805;M;6,65;0;6,65;0;6,65;0;0;2,65032;9;00001;10;20
01;29910-6-17;ESTANTERIA RACO;M;2,02;0;2,02;0;2,02;0;0;0;0;00001;0;0
01;00200-6-6;ESTANTERIA RACO;M;0,72722;0;0;0;0;0;0;0;0;00001;0;0
01;672-38-17;050301;M;1,28;0;1,28;0;1,28;0;0,411;0,28152;8;00001;5;10
01;638-6-8;;M;1,31;0;1,31;0;1,31;0;0;0;0;00001;0;0
01;638-6-12;ESTANTERIA RACO;M;3,15;0;0;0;0;0;0;0;0;;0;0
01;TMG-06-06;050704;M;0,81;0,81;0,81;0,81;0,81;0;0,285;0,28446;39;00001;10;20
01;2910-6-8;ESTANTERIA RACO;M;4,58572;0;0;0;0;0;0;0;0;;0;0
01;20542-6-8;ESTANTERIA RACO;M;2,88;0;2,88;0;2,88;0;0;0;0;00001;0;0
01;22542-6-8;ESTANTERIA RACO;M;3,12;0;3,12;0;3,12;0;0;0;0;00001;0;0
01;20592-6-8;ESTANTERIA RACO;M;2,94;0;2,94;0;2,94;0;0;0;0;00001;0;0
01;22592-6-8;ESTANTERIA RACO;M;2,96;0;2,96;0;2,96;0;0;0;0;00001;0;0
01;12512-6-8;ESTANTERIA RACO;M;1,19601;0;0;0;0;0;0;0;0;00001;0;0
01;10510-6-8;ESTANTERIA RACO;M;1,72;0;1,72;0;1,72;0;0;0,78733;0;00001;0;0
01;20511-6-8;ESTANTERIA RACO;M;1,38;0;1,38;0;1,38;0;0,685;0,67013;0;;0;0
01;22512-6-8;ESTANTERIA RACO;M;1,79703;0;0;0;0;0;0;0;0;00001;0;0
01;728-08-08;050805;M;9,6;9,6;9,6;9,6;9,6;0;0;2,88;18;00001;10;20
01;2310-8-8;;M;3,94865;0;0;0;0;0;0;0;0;00001;0;0
01;29910-8-21;;M;4,58572;0;0;0;0;0;0;0,0135;-10;00001;0;0
01;10010-8-8;;M;1,2;0;1,2;0;1,2;0;0,432;0,40645;0;00001;0;0
01;683-8-8;E;M;4,02678;0;0;0;0;0;0;0;2;00001;0;0
01;10510-8-8;;M;1,74;0;1,75;0;1,75;0;0,917;0,86112;0;00001;0;0
01;12510-8-8;ESTANTERIA RACO;M;1,38;0;1,38;0;1,38;0;0;0;0;00001;0;0
01;23390-8-8;;M;5,60744;0;0;0;0;0;0;0;0;00001;0;0
01;20512-8-8;ESTANTERIA RACO;M;2,39203;0;0;0;0;0;0;0;0;00001;0;0
01;22512-8-8;ESTANTERIA RACO;M;1,83;0;1,83;0;1,83;0;0,79;0;0;00001;0;0
01;20542-8-8;ESTANTERIA RACO;M;2,88;0;2,88;0;2,88;0;0;1,29218;0;00001;0;0
01;22542-8-8;;M;3,7;0;3,7;0;3,7;0;1,834;1,834;0;00001;0;0
01;23340-8-8;;M;4,95835;0;0;0;0;0;0;0;0;00001;0;0
01;20592-8-8;ESTANTERIA RACO;M;3;0;3;0;3;0;1,375;1,32591;0;00001;0;0
01;22592-8-8;ESTANTERIA RACO;M;3,56;0;3,56;0;3,56;0;1,75;1,75;0;00001;0;0
01;22591-8-10;ESTANTERIA RACO;M;3,42;0;3,42;0;3,42;0;0;0;0;00001;0;0
01;20592-8-10;;M;5,28;0;5,28;0;5,28;0;0;1,97132;0;;0;0
01;22512-8-10;ESTANTERIA RACO;M;1,96;0;1,96;0;1,96;0;0,892;0,892;0;00001;0;0
01;20511-8-10;ESTANTERIA RACO;M;3,03;0;3,03;0;3,03;0;0;1,15394;0;00001;0;0
01;10510-8-10;ESTANTERIA RACO;M;3,4;0;3,4;0;3,4;0;0;1,38233;-1;00001;0;0
01;12510-8-10;ESTANTERIA RACO;M;1,71;0;1,71;0;1,71;0;0;0;0;00001;0;0
01;00200-8-8;ESTANTERIA RACO;M;1,04576;0;0;0;0;0;0;0,40268;0;00001;0;0
01;638-10-12;050303;M;2,48819;0;0;0;0;0;0,733;0,86488;12;00001;10;15
01;10010-10-10;050408;M;1,53258;0;0;0;0;0;0;1,10195;8;00001;10;20
01;22512-10-10;ESTANTERIA RACO;M;2,46;0;2,46;0;2,46;0;0;0;0;00001;0;0
01;20511-10-10;050101;M;2,54;0;2,54;0;2,54;0;0;0,99471;29;00001;10;25
01;639-10-10;050302;M;1,19601;0;0;0;0;0;0;1,13412;33;00001;20;40
01;20542-10-10;ESTANTERIA RACO;M;4,44;0;4,44;0;4,44;0;0;2,1396;0;00001;0;0
01;22542-10-10;;M;4,46;0;4,46;0;4,46;0;0;4,15;0;00001;0;0
01;00200-10-10;ESTANTERIA RACO;M;1,29218;0;0;0;0;0;0;0,595;0;00001;0;0
01;20592-10-10;;M;4,23;0;4,23;0;4,23;0;0;1,95329;0;00001;0;0
01;22592-10-10;;M;4,44;0;4,44;0;4,44;0;1,932;1,9325;0;00001;0;0
01;22592-12-12;050701;M;6,63;0;6,63;0;6,63;0;0;2,9685;19;00001;4;10
01;20592-12-12;050205;M;6,43;0;6,43;0;6,43;0;2,1814;2,22814;13;00001;4;8
01;20542-12-12;ESTANTERIA RACO;M;5,35;0;5,35;0;5,35;0;2,461;2,38311;0;00001;0;0
01;22542-12-12;;M;6,65;0;6,65;0;6,65;0;3,036;3,036;0;00001;0;0
01;25512-12-12;050701;M;5,1;0;5,1;0;5,1;0;0;2,54605;5;00001;10;20
01;22512-12-12;;M;3,3;0;3,3;0;3,3;0;0;2,19083;0;00001;0;0
01;20512-12-12;ESTANTERIA RACO;M;2,73;0;2,73;0;2,73;0;0;0;20;00001;0;0
01;12510-12-12;050203;M;2,5;0;2,5;0;2,5;0;0;1,33957;27;00001;20;35
01;10510-12-12;050103;M;3,54;0;3,54;0;3,54;0;0;1,25121;71;00001;30;50
01;23390-12-12;ESTANTERIA RACO;M;6,2325;0;0;0;0;0;0;0;0;00001;0;0
01;23340-12-12;ESTANTERIA RACO;M;6,2325;0;0;0;0;0;0;0;0;00001;0;0
01;639-12-12;050302;M;2,29;0;2,29;0;2,29;0;0;0,67318;17;00001;15;35
01;00200-12-12;ESTANTERIA RACO;M;1,55061;0;0;0;0;0;0;0,69717;0;00001;0;0
01;009900-12-12;ESTANTERIA RACO;M;1,90521;0;0;0;0;0;0;0,82339;0;00001;0;0
01;10010-12-12;050408;M;1,62874;0;0;0;0;0;0;1,303;10;00001;10;20
01;23310-12-12;ESTANTERIA RACO;M;5,75169;0;0;0;0;0;0;0;0;00001;0;0
01;15510-12-12;050701;M;5,53;0;5,53;0;5,53;0;0;3,62401;16;00001;8;15
01;2910-12-26;ESNTATERIA RACO;M;8,70266;0;0;0;0;0;0;0;0;00001;0;0
01;634-12-25;050301;M;2,22975;0;0;0;0;0;0;1,65;7;00001;2;5
01;683-12-12;050807;M;7,33;0;7,33;0;7,33;0;0;2,30881;9;00001;4;8
01;672-34-27;050301;M;2,08551;0;0;0;0;0;0;1,7;14;00001;5;10
01;TMG-12;050804;M;3,23;3,23;3,23;3,23;3,23;0;0;0,61011;17;00001;10;20
01;20511-10-12;050101;M;3,33;0;3,33;0;3,33;0;0;0,98368;16;00001;10;25
01;THG-12;050804;M;1,45;0;1,45;0;1,45;0;0;0,72881;8;00001;10;20
01;7620-12-12;;M;40,37;0;40,37;0;40,37;0;0;12,11;-1;00001;0;0
01;654-12-12;050708;M;15,24;15,24;15,24;15,24;15,24;0;0;3,97029;16;00001;5;10
01;638-12-20;050303;M;3,48587;0;0;0;0;0;3,822;3,10125;8;00001;2;4
01;638-12-16;050303;M;4,1;4,1;4,1;4,1;4,1;0;0;1,24848;3;00001;4;8
01;10510-10-12;050103;M;3,75;0;3,75;0;3,75;0;0;1,28645;30;00001;10;20
01;20512-12-16;ESNTATERIA RACO;M;5,41;0;5,41;0;5,41;0;0;1,85112;0;00001;0;0
01;17510-10-12;;M;6,21447;0;0;0;0;0;0;0;0;00001;0;0
01;22512-12-16;ESTANTERIA RACO;M;5,83;0;5,83;0;5,83;0;0;0;0;00001;0;0
01;22541-10-12;050307;M;6,23;0;6,23;0;6,23;0;0;3,28692;11;00001;10;20
01;20541-10-12;050207;M;5,89;0;5,89;0;5,89;0;0;2,44552;15;00001;10;20
01;22591-10-12;050305;M;5,53;0;5,53;0;5,53;0;0;3,5;7;;8;20
01;20591-10-12;050205;M;6,98;6,98;6,98;6,98;6,98;0;0;1,88055;6;00001;10;20
01;22592-16-16;;M;10,67;0;10,67;0;10,67;0;4,31;4,31;0;00001;0;0
01;20592-16-16;050205;U;10,18;0;10,18;0;10,18;0;4,216;4,807;10;00001;3;6
01;23390-16-16;ESTANTERIA RACO;M;8,20382;0;0;0;0;0;0;0;0;00001;0;0
01;23340-16-16;ESTANTERIA RACO;M;8,20382;0;0;0;0;0;0;0;0;00001;0;0
01;23310-16-16;ESTANTERIA RACO;M;7,42851;0;0;0;0;0;0;0;0;00001;0;0
01;22542-16-16;ESTANTERIA RACO;M;10,24726;0;0;0;0;0;5,183;5,183;0;00001;0;0
01;9900-16;050107;M;5,82;5,82;5,92;5,82;5,82;0;2,468;2,44279;42;00001;20;34
01;22512-16-16;;M;5,35;0;5,35;0;5,35;0;0;3,065;-2;00001;0;0
01;20512-16-16;ESTANTERIA RACO;M;4,77;0;4,77;0;4,77;0;0;2,71;0;00001;10;20
01;00200-16-16;ESTANTERIA RACO;M;2,84279;0;0;0;0;0;0;0,595;0;00001;0;0
01;634-16-25;050301;M;4,83815;0;0;0;0;0;0;3,6715;0;00001;2;5
01;12510-16-16;050203;M;6,43;0;6,43;0;6,43;0;0;2,65196;19;00001;15;30
01;10510-16-16;050103;M;5,47;0;5,47;0;5,47;0;0;2,42731;23;00001;20;40
01;632-25-16;050302;M;4,54365;0;0;0;0;0;1,893;2,064;10;00001;2;4
01;639-16-16;050302;M;4,73;0;4,35;0;4,35;0;0;1,26516;19;00001;15;30
01;10010-16;;M;2,44011;0;0;0;0;0;0,36;0,36;0;00001;0;0
01;638-16-20;050303;M;10,72;10,72;10,72;10,723;10,72;0;0;3,46219;8;00001;5;10
01;20592-16-20;ESTANTERIA RACO;M;22,02;0;22,02;0;22,02;0;0;0;0;00001;0;0
01;20512-20-20;050101;M;10,84;10,84;10,84;10,84;10,84;0;0;4,18178;3;00001;0;0
01;10010-20-20;050408;M;3,9787;0;0;0;0;0;0;1,042;1;00001;10;20
01;20592-20-20;ESTANTERIA RACO;M;18,96;0;18,96;0;18,96;0;0;7,04833;0;00001;0;0
01;697-4-4;01010401;M;0,23;0;0,23;0;0,23;0;0;0,05835;289;00001;0;0
01;697-6-6;01010401;M;0,28;0,28;0,28;0,28;0,28;0;0;0,06225;145;00001;0;0
01;697-8-8;01010401;M;0,28;0,28;0,28;0,28;0,28;0;0;0,0768;167;00001;0;0
01;697-12-12;01010401;M;0,38;0;0,37;0;0,37;0;0;0,10056;100;00001;0;0
01;697-16-16;01010401;M;0,73;0;0,73;0;0,73;0;0;0,13857;60;00001;0;0
01;697-20-20;01010401;M;1,28;0;1,28;0;1,28;0;0,32;0,31464;2;00001;0;0
01;697-24-24;ESTANTERIA RACO;M;1,56;0;1,56;0;1,56;0;0,45;0,45;0;00001;0;0
01;7M8485;07050310;M;1,61;2,02;1,28;0;0;0;0,06;0,38755;7;3;0;0
01;5P9186;01020504;M;2,59;2,59;2,59;2,59;0;0;0;0;0;2;0;0
01;7G3737;01030201;M;6,72533;5,60744;3,71;0;3,4;0;0;0;0;3;0;0
01;6K2430;01040301;M;25,75;48,35743;29,71;41,83;16,18;0;0;25,19;0;3;0;0
01;4V5098;E;M;3590,41025;0;0;0;0;0;0;1352,27723;0;3;0;0
01;3P3461;070301;M;17,70582;14,75485;12,93;0;11,86;0;0;3,07101;0;3;0;0
01;4F7389;01020201;M;5,41;3,09521;2,32;0;0;0;0;0,21;0;3;0;0
01;4F8946;01020201;M;2,8;2,33;2,8;0;0;0;0;1,28016;0;3;0;0
01;1H8171;01020204;M;1,82708;1,52056;1,02;0;0;0;0;0;0;3;0;0
01;4H6112;;M;11,73;0;11,73;0;10,55;0;0;2,7;0;3;0;0
01;7F8262;E;M;3,53996;0;0;0;0;0;0;0;0;3;0;0
01;3H1461;01020204;M;2,63844;2,1997;2,63;2,63;2,63;0;0;0;0;3;0;0
01;5P3456;01020504;M;7,72301;0;0;0;0;0;0;0;0;3;0;0
01;1H9696;01020204;M;3,5;2,91;0;0;0;0;0;0;0;3;0;0
01;1J2176;01020303;M;7,67492;6,39477;4,3;0;3,87;0;0;0;0;3;0;0
01;1P3707;01010405;M;4,35734;3,63612;0;0;0;0;0;0,50997;-13;3;0;0
01;7F8267;01020202;M;3,95;3,29;3,95;0;0;0;0;0;0;3;0;0
01;8T4977;07050317;M;26;0;0;0;0;0;4,34;4,34;1;3;0;0
01;5H6734;01020302;M;6,96;5,8;6,96;0;6,96;0;0;0,49;0;3;0;0
01;2H9247;01020204;M;6,31063;5,25886;2,92693;2,92;0,3;0;0;0;0;3;0;0
01;8H7521;07050305;M;5,58941;4,65784;3,32;3,32;0;0;0;0;0;3;0;0
01;4D1577;01020103;M;10,38549;8,65457;0;0;0;0;0;0,88667;0;3;0;0
01;2S4750;01030602;M;4,30325;0;0;0;0;0;0;3,22142;-2;3;0;0
01;2H3088;01020204;M;4,77204;3,97269;2,4;0;0;0;0;0;0;3;0;0
01;8T8957;E;M;17,42334;0;0;0;0;0;0;0;0;3;0;0
01;3S9896;01020601;M;6,1784;0;0;0;0;0;0;5,4525;0;3;0;0
01;4L9564;01020402;M;6,3527;5,29492;6,3527;0;6,3527;0;0;2,22707;0;3;0;0
01;6H7201;E;M;12,38;10,32;5,71;0;0;0;0;9,6;0;3;0;0
01;6Y1861;E;M;84,55038;0;0;0;0;0;0;0;0;3;0;0
01;9P7390;E;M;66,38;253,95;0;355,59;0;0;0;208,506;0;3;0;0
01;6Y5911;070301;M;149,76;124,8;68,16;78,45;84,64;0;0;0;0;3;0;0
01;8P2053;070501;M;48,66;40,55;22,3;0;0;0;0;37,71;0;3;0;0
01;8D9739;E;M;34,9789;0;0;0;0;0;0;38,03806;0;3;0;0
01;8P2051;E;M;132,54;312,64;402,78;0;0;0;0;39,945;0;36;0;0
01;8P1964;E;M;120,78;100,65;56,43;0;0;0;39,5;39,5;0;3;0;0
01;7G3200;E;M;2025,41079;0;1302,84399;0;0;0;871,46755;871,46755;0;3;0;0
01;7F8268;07050408;M;3,64814;3,04112;0;0;0;0;0,005;0,01;1;3;0;0
01;8B4967;01020101;M;3,08;2,57;3,08;0;3,08;0;0,84;0,84;0;3;0;0
01;6Y5912;E;M;106,8;89;46,96;44,3;215,25;0;0;44,59;0;3;0;0
01;4T7388;;M;1132,88378;944,06981;0;0;0;0;0;388,52284;0;3;0;0
01;LIQUIDO FRENOS;010306;M;8,28;0;3,90658;0;3,90658;0;4,99666;4,99667;0;113;0;0
01;1197311030;;M;68,69568;0;0;0;0;0;0;51,51876;0;4;0;0
01;ESTATOR;;M;98,73427;0;0;0;0;0;0;74,0507;0;4;0;0
01;6303;E;M;17,77794;0;0;0;0;0;0;13,33045;0;4;0;0
01;6201;;M;9,98882;0;0;0;0;0;0;0;0;4;0;0
01;1U3875;E;M;3,23946;0;0;0;0;0;0;0,00006;0;3;0;0
01;3K0158;E;M;39,85;73,19;46,81;16,25;0;0;38,15;38,15;0;3;0;0
01;3K0109;E;M;105,25;188,61;97,18;30,38;0;0;0;58,4;0;3;0;0
01;1.78X4.47;01011208;M;0,9496;0;0;0;0;0;0;0,28171;75;22;20;30
01;1.78X5.28;01011208;M;0,9496;0;0;0;0;0;0;0,263;69;22;20;35
01;1.78X6.07;01011208;M;0,9496;0;0;0;0;0;0;0,2693;61;22;20;30
01;1.78X7.65;01011208;M;0,95;0;0,95;0;0,95;0;0;0,28279;67;22;20;30
01;1.78X9.25;01011408;M;0,95;0;0,95;0;0,95;0;0;0,27021;26;22;20;30
01;1.78X10.82;01011208;M;0,97;0;0,97;0;0,97;0;0;0,36761;56;22;20;35
01;1.78X12.42;01011208;M;2,7;0;0,95;0;0,95;0;0;0,33109;102;22;20;35
01;1.78X14.00;01011208;M;1,00369;0;0;0;0;0;0,3228;0,42314;38;22;20;35
01;1.78X15.60;01011207;M;0,97;0;0,97;0;0,97;0;0;0,2867;31;22;20;35
01;1.78X17.17;01011207;M;0,92556;0;0;0;0;0;0;0,38128;27;22;20;35
01;1.78X20.35;01011207;M;1,06;0;1,06;0;1,06;0;0;0,3715;9;22;20;30
01;1.78X21.95;01011207;M;1,04;0;1,04;0;1,04;0;0;0,38279;42;22;20;35
01;1.78X23.52;01011207;M;1,08182;0;1,08;0;1,08;0;0;0,29924;62;22;20;30
01;1.78X25.12;01011207;M;1,2;0;1,2;0;1,2;0;0,356;0,43019;29;22;15;25
01;1.78X26.70;01011207;M;1,14192;0;0;0;0;0;0;0,31512;33;22;15;25
01;1.78X28.30;01011206;M;0,95;0;0,95;0;0,95;0;0;0,30155;42;22;15;25
01;1.78X29.87;01011206;M;1;0;1;0;1;0;0,609;0,49322;34;22;15;30
01;1.78X31.47;01011206;M;0,98566;0;0;0;0;0;0;0,33433;12;22;20;35
01;1.78X33.05;01011206;M;1,23808;0;0;0;0;0;0;0,38859;38;22;20;35
01;1.78X34.65;01011206;M;0,99;0;0,99;0;0,99;0;0;0,36115;31;22;20;35
01;1.78X37.82;01011205;M;1,26213;0;0;0;0;0;0;1,26564;39;22;20;35
01;1.78X41.00;;M;1,27415;0;0;0;0;0;0;0;0;22;0;0
01;1.78X44.17;01011205;M;1,29;0;1,29;0;1,29;0;0;0,38257;30;22;20;35
01;1.78X47.35;01011205;M;1,29218;0;0;0;0;0;0;0,47061;30;22;20;35
01;1.78X50.52;01011205;M;1,42;0;1,42;0;1,42;0;0;0,54314;30;22;20;35
01;1.78X53.70;01011205;M;1,52;0;1,52;0;1,52;0;0;0,604;29;22;20;30
01;1.78X56.87;01011204;M;1,38233;0;0;0;0;0;0;0,5987;22;22;20;30
01;1.78X60.05;01011204;M;1,43041;0;0;0;0;0;0;0,66753;29;22;20;30
01;1.78X63.22;01011204;M;1,58;0;0;0;0;0;0;0,6479;29;22;20;30
01;1.78X66.40;01011204;M;1,46647;0;0;0;0;0;0,629;0,69303;33;22;20;30
01;1.78X69.57;01011203;M;4,2;0;0;0;0;0;0,611;1,008;30;22;20;30
01;1.78X72.75;01011203;M;1,54;0;1,54;0;1,543;0;0;0,6568;21;22;15;25
01;1.78X75.92;01011203;M;1,57465;0;0;0;0;0;0;0,724;23;22;15;25
01;1.78X82.87;;M;2,95;0;2,95;0;2,95;0;1,587;1,587;0;22;0;0
01;1.78X88.62;01011202;M;1,82107;0;0;0;0;0;0;1,02016;33;22;10;15
01;1.78X94.97;01011202;M;2,01339;0;0;0;0;0;0,935;1,53334;15;22;10;15
01;1.78X101.32;01011201;M;2,1997;0;0;0;0;0;0;2,83;14;22;10;15
01;1.78X105.67;;M;2,23577;0;0;0;0;0;0;0;0;22;10;15
01;1.78X114.02;01011201;M;2,27183;0;0;0;0;0;0;1,28837;14;22;10;15
01;1.78X120.37;01011201;M;3,75;0;3,75;0;3,753;0;0;2,096;3;22;10;15
01;TMG-16;050804;M;2,79;0;2,79;0;2,79;0;0;0,94883;10;00001;8;15
01;THG-16;050804;M;3,5;0;3,5;0;3,5;0;0;0,95365;15;00001;5;10
01;728-04-04;050705;M;4,7;0;4,7;0;0;0;0;2,53101;9;00001;10;20
01;639-4-4;E;M;0,85;0;0,85;0;0,85;0;0;0;2;00001;0;0
01;22512-4-4;ESTANTERIA RACO;M;1;0;1;0;1;0;0;0;0;00001;0;0
01;20512-4-4;ESTANTERIA RACO;M;0,75127;0;0;0;0;0;0,414;0,40538;0;00001;0;0
01;12510-4-4;ESTANTERIA RACO;M;1,02;0;1,02;0;1,02;0;0;0;0;00001;0;0
01;10010-4;;M;0,6;0;0,6;0;0,6;0;1,247;1,247;19;00001;0;0
01;22511-10-12;050201;M;3;0;3;0;3;0;0;1,22902;9;00001;8;15
01;632-25-12;050302;M;1,75;0;1,75;0;1,75;0;0;0,80422;6;00001;4;8
01;7X2407;E;M;329,98;274,98;195,4251;0;0;0;0;113,68;0;3;0;0
01;1399175;E;M;335,4;868,1;578,5;0;0;0;0;109,8;0;3;0;0
01;2.62X5.23;01011108;M;1,35228;0;0;0;0;0;0;0,57454;28;22;20;30
01;2.62X6.02;01011108;M;0,90152;0;0;0;0;0;0;0,48273;32;22;20;30
01;2.62X7.59;01011108;M;1,11187;0;0;0;0;0;0;0,56359;44;22;20;30
01;2.62X9.19;01011108;M;1,62;0;1,62;0;1,62;0;0;0,32656;-4;22;20;30
01;2.62X10.77;01011108;M;1;0;1;0;1;0;0;0,317;-3;22;20;30
01;2.62X12.37;01011107;M;0,97;0;0,97;0;0,97;0;0,3382;0,338;1;22;20;30
01;2.62X13.94;01011107;M;1,01;0;1,01;0;1,01;0;0;0,78957;50;22;20;30
01;2.62X15.54;010111;M;1;0;1;0;1;0;0,317;0,31656;38;22;20;30
01;2.62X17.12;01011107;M;1,6;0;1,6;0;1,6;0;0;0,61665;71;22;20;30
01;2.62X18.72;01011107;M;1;0;1;0;1;0;0;0,3284;34;22;20;30
01;2.62X20.29;01011106;M;1;0;1;0;1;0;0;0,76933;18;22;20;30
01;2.62X21.89;01011106;M;1,31021;0;0;0;0;0;0,3382;0,34057;40;22;20;30
01;2.62X23.47;01011106;M;0,96162;0;0;0;0;0;0;0,34307;33;22;20;30
01;2.62X25.07;01011106;M;1;0;1;0;1;0;0;0,31171;8;22;20;30
01;2.62X26.64;01011106;M;1;0;1;0;1;0;0;0,31175;7;22;20;30
01;2.62X28.24;01011105;M;0,99;0;0,99;0;0,99;0;0;0,31366;22;22;20;30
01;2.62X29.82;01011105;M;0,99768;0;0;0;0;0;0;0,37417;37;22;20;30
01;2.62X31.42;01011105;M;1,15;0;1,15;0;1,15;0;0;0,34242;1;22;20;30
01;2.62X32.99;01011305;M;1,05177;0;0;0;0;0;0;0,39259;22;22;20;30
01;2.62X34.59;01011105;M;1,46;0;1,46;0;0;0;0;0,37646;21;22;20;30
01;2.62X36.17;01011105;M;0,99167;0;0;0;0;0;0;0,70003;39;22;20;30
01;2.62X37.77;01011105;M;1;0;1;1;1;0;0;0,38269;18;22;20;30
01;2.62X39.34;01011105;M;1,49051;0;0;0;0;0;0;0,388;18;22;15;20
01;2.62X40.94;01011104;M;1,05;0;1,05;0;1,05;0;0;0,475;1;22;15;25
01;2.62X42.52;01011104;M;1,52657;0;0;0;0;0;0;0,54474;36;22;15;25
01;2.62X44.12;01011104;M;1,5446;0;0;0;0;0;0,524;0,54962;20;22;15;25
01;2.62X45.69;01011104;M;1,7;0;1,7;0;1,7;0;0;0,56211;4;22;15;25
01;2.62X47.29;01011103;M;1,59;0;1,59;0;1,59;0;0;0,51227;25;22;15;25
01;2.62X48.90;01011103;M;1,61672;0;0;0;0;0;0;0,38322;-11;22;15;25
01;2.62X50.47;01011103;M;1,64677;0;0;0;0;0;0;0,49778;7;22;15;25
01;2.62X52.07;01011103;M;1,32;0;1,32;0;1,32;0;0;0,50927;15;22;15;25
01;2.62X53.64;01011102;M;1,70687;0;0;0;0;0;0;0,77615;23;22;15;25
01;2.62X55.25;01011102;M;1,23808;0;0;0;0;0;0;0,32597;21;22;15;25
01;2.62X56.82;01011102;M;1,7;0;1,7;0;1,7;0;0;0,51824;22;22;15;25
01;2.62X58.42;01011102;M;1,70687;0;0;0;0;0;0;0,53937;24;22;15;25
01;2.62X59.99;01011101;M;1,7;0;1,7;0;1,7;0;0;0,856;-19;22;15;25
01;2.62X61.60;01011101;M;1,22;0;1,22;0;1,22;0;0;0,65167;12;22;15;25
01;2.62X63.17;01011101;M;1,76698;0;0;0;0;0;0;0,55895;23;22;15;25
01;2.62X64.77;01011101;M;1,79;0;1,79;0;1,79;0;0;0,579;16;22;15;25
01;2.62X66.34;01011008;M;1,83;0;0;0;0;0;0;0,98547;23;22;15;25
01;2.62X67.95;01011008;M;1,86314;0;0;0;0;0;0;0,73143;23;22;15;25
01;2.62X69.52;01011008;M;1,90521;0;0;0;0;0;0;0,37128;32;22;15;25
01;2.62X71.12;01011008;M;1,94728;0;0;0;0;0;0;0,59824;22;22;15;25
01;2.62X72.69;01011007;M;1,98935;0;0;0;0;0;0;0,91354;15;22;15;25
01;2.62X75.87;01011007;M;2,01;0;0;0;0;0;0;0,8532;24;22;15;25
01;2.62X82.22;010111007;M;2,06147;0;2,06147;0;2,06147;0;0;1,21844;15;22;10;20
01;2.62X88.57;01011006;M;2,3;0;0;0;0;0;0;1,54586;7;22;10;20
01;2.62X94.92;01011006;M;2,18167;0;0;0;0;0;0;1,19361;8;22;10;15
01;2.62X101.27;01011006;M;2,24178;0;2,24178;0;2,24178;0;0;1,28744;12;22;10;20
01;2.62X107.46;;M;2,29587;0;2,29587;0;2,29587;0;0;0;-2;22;10;20
01;2.62X113.97;01011007;M;2,34996;0;0;0;0;0;0;1,549;2;22;0;0
