CODALM;CODPDT;DOCFEC;DOCSER;DOCNUM;CANPED;CANSER;PREBAS;PREENT;MONEDA;DTOLIN;DTOCAB;CODMOD;PORIMP;CODTER;LINEA;MARSIT;DESPDT;CANASER;SERPRE;NUMPRE;LINPRE
01;6T6111;27/10/1998;98;000005;1;1;1,68;280,18583;PS;0;0;01;16;3;1;S;MOTOR ELECTRICO DE AIRE ACONDICIONADO;3;;;0
01;6P3735;05/11/1998;98;000007;15;3;47,96077;47,96077;PS;0;0;01;16;3;0;;EJES;0;;;0
01;8S3094;05/11/1998;98;000008;2;2;840,78588;840,78588;PS;0;0;01;16;2;0;S;CAMARA FRENO;0;98;000004;1
01;6F4855;05/11/1998;98;000008;2;2;0,61303;0,61303;PS;0;0;01;16;2;0;S;JUNTA;0;98;000004;2
01;4D1577;05/11/1998;98;000008;2;2;4,84416;4,84416;PS;0;0;01;16;2;0;S;JUNTA;0;98;000004;3
01;3J7632;05/11/1998;98;000008;2;2;36,96224;36,96224;PS;0;0;01;16;2;0;S;EMPAQUETADURA DE ELEVACION;0;98;000004;4
01;5J5559;05/11/1998;98;000008;2;2;30,65162;30,65162;PS;0;0;01;16;2;0;S;EMPAQUETADURA DE ELEVACION;0;98;000004;5
01;1J2176;05/11/1998;98;000008;2;2;2,75264;2,75264;PS;0;0;01;16;2;0;S;JUNTA;0;98;000004;6
01;2J0744;05/11/1998;98;000008;2;2;2,70455;2,70455;PS;0;0;01;16;2;0;S;EMPAQUETADURA DE ELEVACION;0;98;000004;7
01;6J7167;05/11/1998;98;000008;2;2;12,38686;12,38686;PS;0;0;01;16;2;0;S;EMPAQUETADURA DE ELEVACION;0;98;000004;8
01;5J8325;05/11/1998;98;000008;2;2;16,64804;16,64804;PS;0;0;01;16;2;0;S;EMPAQUETADURA DE ELEVACION;0;98;000004;9
01;6J4169;05/11/1998;98;000008;2;2;12,62125;12,62125;PS;0;0;01;16;2;0;S;EMPAQUETADURA DE ELEVACION;0;98;000004;10
01;3J9703;05/11/1998;98;000008;2;2;26,59479;26,59479;PS;0;0;01;16;2;0;S;EMPAQUETADURA DE VOLTEO;0;98;000004;11
01;5J4991;05/11/1998;98;000008;2;2;19,8334;19,8334;PS;0;0;01;16;2;0;S;EMPAQUETADURA DE VOLTEO;0;98;000004;12
01;2K4472;05/11/1998;98;000008;2;2;2,45213;2,45213;PS;0;0;01;16;2;0;S;EMPAQUETADIRA DE VOLTEO;0;98;000004;13
01;2K4473;05/11/1998;98;000008;2;2;2,57233;2,57233;PS;0;0;01;16;2;0;S;EMPAQUETADURA DE VOLTEO;0;98;000004;14
01;6J6553;05/11/1998;98;000008;2;2;12,62125;12,62125;PS;0;0;01;16;2;0;S;EMPAQUETADURA DE VOLTEO;0;98;000004;15
01;5J8275;05/11/1998;98;000008;2;2;12,42893;12,42893;PS;0;0;01;16;2;0;S;EMPAQUETADURA DE VOLTEO;0;98;000004;16
01;1J3540;05/11/1998;98;000008;2;2;7,12199;7,12199;PS;0;0;01;16;2;0;S;EMPAQUETADURA DE VOLTEO;0;98;000004;17
01;8E5284;05/11/1998;98;000007;21;21;7,92735;7,92735;PS;0;0;01;16;3;2;S;COJIENTE;0;;;0
01;6P2233;05/11/1998;98;000007;3;3;61,47152;61,47152;PS;0;0;01;16;3;3;S;PIÑON;0;;;0
01;6P2234;05/11/1998;98;000007;12;12;58,41838;58,41838;PS;0;0;01;16;3;4;S;ENGRANE;0;;;0
01;6P3733;05/11/1998;98;000007;3;3;36,12684;36,12684;PS;0;0;01;16;3;5;S;EJE;0;;;0
01;6P3910;05/11/1998;98;000007;42;42;2,14561;2,14561;PS;0;0;01;16;3;6;S;ARANDELA;0;;;0
01;9P7516;05/11/1998;98;000007;6;6;8,64255;8,64255;PS;0;0;01;16;3;7;S;ARANDELA;0;;;0
01;7X2711;25/11/1998;98;000010;2;1;211,88682;211,88682;PS;7;0;01;16;3;0;;KIT EMPAQUETADURAS EMBOLO ELEVACION;0;;;0
01;7X2712;25/11/1998;98;000010;2;1;272,87152;272,87152;PS;7;0;01;16;3;0;;KIT EMPAQUETADURAS EMOLO VOLTEO;0;;;0
01;1U4835;19/11/1998;98;000011;2;2;0,033;5,50527;PS;0;0;01;16;3;1;S;ANILLO;0;;;0
01;9J6367;19/11/1998;98;000011;3;3;0,028;4,79007;PS;0;0;01;16;3;2;S;ANILLO;0;;;0
01;617540;19/11/1998;98;000011;1;1;0,054;9,49599;PS;0;0;01;16;3;3;S;RETEN;0;;;0
01;5P8066;19/11/1998;98;000011;1;1;0,054;8,62452;PS;0;0;01;16;3;4;S;RETEN;0;;;0
01;6V4591;19/11/1998;98;000011;2;2;0,039;6,44285;PS;0;0;01;16;3;5;S;RETEN;0;;;0
01;5J1808;19/11/1998;98;000011;1;1;0,012;2,2538;PS;0;0;01;16;3;6;S;RETEN;0;;;0
01;4J0523;19/11/1998;98;000011;1;1;0,012;2,38602;PS;0;0;01;16;3;7;S;RETEN;0;;;0
01;2S4078;19/11/1998;98;000011;1;1;0,012;1,91122;PS;0;0;01;16;3;8;S;RETEN;0;;;0
01;8L2786;19/11/1998;98;000011;1;1;0,024;4,48355;PS;0;0;01;16;3;9;S;ANILLOS;0;;;0
01;5P7701;19/11/1998;98;000011;2;2;0,042;7,128;PS;0;0;01;16;3;10;S;RETEN;0;;;0
01;5P8086;19/11/1998;98;000011;1;1;0,63;104,72323;PS;0;0;01;16;3;11;S;TORNILLO;0;;;0
01;6B6224;19/11/1998;98;000011;24;24;0,01875;3,11925;PS;0;0;01;16;3;12;S;MANGUITO;0;;;0
01;5B3718;19/11/1998;98;000011;6;6;0,014;2,2538;PS;0;0;01;16;3;13;S;RETEN;0;;;0
01;6L7813;19/11/1998;98;000011;24;24;0,018;3,01708;PS;0;0;01;16;3;14;S;RETEN;0;;;0
01;7B2420;19/11/1998;98;000011;16;16;0,01575;2,64445;PS;0;0;01;16;3;15;S;MANGUITO;0;;;0
01;6L7814;19/11/1998;98;000011;16;16;0,01275;2,12758;PS;0;0;01;16;3;16;S;RETEN;0;;;0
01;2M5173;19/11/1998;98;000011;2;2;0,084;13,75717;PS;0;0;01;16;3;17;S;RETEN;0;;;0
01;7M6952;19/11/1998;98;000011;2;2;0,096;15,83667;PS;0;0;01;16;3;18;S;ANILLO;0;;;0
01;6N2235;19/11/1998;98;000011;6;6;0,009;1,50854;PS;0;0;01;16;3;19;S;JUNTA;0;;;0
01;2M0707;19/11/1998;98;000011;1;1;0,006;1,27415;PS;0;0;01;16;3;20;S;JUNTA;0;;;0
01;6F7767;19/11/1998;98;000011;1;1;0,006;0,97965;PS;0;0;01;16;3;21;S;JUNTA;0;;;0
01;617539;19/11/1998;98;000011;2;2;0,039;6,28659;PS;0;0;01;16;3;22;S;RETEN;0;;;0
01;7S4236;19/11/1998;98;000011;2;2;0,012;1,77299;PS;0;0;01;16;3;23;S;JUNTA;0;;;0
01;3H7617;19/11/1998;98;000011;1;1;0,012;2,07349;PS;0;0;01;16;3;24;S;JUNTA;0;;;0
01;1S2616;19/11/1998;98;000011;2;2;0,012;1,88117;PS;0;0;01;16;3;25;S;JUNTA;0;;;0
01;1S0764;19/11/1998;98;000011;1;1;0,006;1,08182;PS;0;0;01;16;3;26;S;JUNTA;0;;;0
01;9M9640;19/11/1998;98;000011;2;2;0,006;1,03975;PS;0;0;01;16;3;27;S;JUNTA;0;;;0
01;9M9647;26/11/1998;98;000012;4;4;7,128;7,128;PS;7;0;01;16;3;1;S;TORICA SILICONA 40.64X5.33;0;;;0
01;5H2831;26/11/1998;98;000012;1;1;1,88718;1,88718;PS;7;0;01;16;3;2;S;JUNTA;0;;;0
01;7H1662;26/11/1998;98;000012;1;1;2,77067;2,77067;PS;7;0;01;16;3;3;S;JUNTA;0;;;0
01;7M0879;26/11/1998;98;000012;1;1;7,3624;7,3624;PS;7;0;01;16;3;4;S;JUNTA;0;;;0
01;5H2912;26/11/1998;98;000012;6;6;3,09521;3,09521;PS;7;0;01;16;3;5;S;JUNTA;0;;;0
01;2M5190;26/11/1998;98;000012;1;1;3,87653;3,87653;PS;7;0;01;16;3;6;S;JUNTA;0;;;0
01;2M5177;26/11/1998;98;000012;1;1;6,23851;6,23851;PS;7;0;01;16;3;7;S;JUNTA;0;;;0
01;2S6085;26/11/1998;98;000012;1;1;4,11693;4,11693;PS;7;0;01;16;3;8;S;JUNTA;0;;;0
01;7M7666;26/11/1998;98;000012;6;6;4,77805;4,77805;PS;7;0;01;16;3;9;S;JUNTA;0;;;0
01;6H1871;26/11/1998;98;000012;2;2;13,67303;13,67303;PS;7;0;01;16;3;0;S;RETEN;0;;;0
01;4L8337;26/11/1998;98;000012;2;2;12,1705;12,1705;PS;7;0;01;16;3;11;S;RETEN;0;;;0
01;6F9163;26/11/1998;98;000014;4;4;5,91997;5,91997;PS;7;0;01;16;3;1;S;JUNTA;0;;;0
01;1P4576;26/11/1998;98;000014;1;1;6,56305;6,56906;PS;7;0;01;16;3;2;S;BRIDA;0;;;0
01;1P4576;30/11/1998;98;000015;1;1;0,036;6,10923;PS;0;0;01;16;3;1;S;BRIDA;0;;;0
01;8J1898;01/12/1998;98;000016;50;50;0,82339;0,82339;PS;7;0;01;16;3;1;S;SUPLEMENTO;0;;;0
01;1U0470;01/12/1998;98;000016;20;9;2,30789;2,30789;PS;7;0;01;16;3;2;;LAMINA;0;;;0
01;1U0471;01/12/1998;98;000016;20;19;2,47617;2,47617;PS;7;0;01;16;3;3;;LAMINA;0;;;0
01;9J4893;30/11/1998;98;000017;1;1;2103,54237;2103,54237;PS;0;0;01;16;2;1;S;BOTELLA ELEVACION 988;0;;;0
01;9W6671;18/11/1998;98;000019;4;4;44,72131;44,72131;PS;0;0;01;16;2;1;S;JUEGO DE SELLOS;0;;;0
01;8N1214;18/11/1998;98;000019;4;4;41,44579;41,44579;PS;0;0;01;16;2;2;S;SOPORTES;0;;;0
01;5V5661;29/12/1998;98;000020;2;2;331,89691;331,89691;PS;7;0;01;16;3;0;S;CASQUILLO;0;;;0
01;1P0436;29/12/1998;98;000020;1;1;1,28016;1,28016;PS;7;0;01;16;3;2;S;JUNTA;0;;;0
01;6I3831;29/12/1998;98;000020;1;1;14,71278;14,71278;PS;7;0;01;16;3;3;S;ADAPTADOR;0;;;0
01;1T0010F;08/01/1999;99;000001;3;3;22,28553;22,28553;PS;0;0;01;16;3;0;S;ANTICORROSIVO;0;;;0
01;2P4005;08/01/1999;99;000001;4;4;20,0806;20,07981;PS;7;0;01;16;3;2;S;CAT FILTRO HIDRAULICO;0;;;0
01;6L4714;08/01/1999;99;000001;2;2;83,99306;83,99144;PS;7;0;01;16;3;3;S;CAT FILTRO AIRE;0;;;0
01;4N0015;08/01/1999;99;000001;2;2;83,66671;83,6669;PS;7;0;01;16;3;4;S;CAT FILTRO AIRE;0;;;0
01;6I3828;08/01/1999;99;000001;1;1;38,16751;38,16427;PS;7;0;01;16;3;5;S;CAT ADAPTADOR;0;;;0
01;1R0749;08/01/1999;99;000001;4;4;18,74611;18,74557;PS;7;0;01;16;3;6;S;CAT FILTRO HIDRAULICO 1R0712;0;;;0
01;1N4654;13/01/1999;99;000002;1;1;573,43767;573,43767;PS;7;0;01;16;3;1;S;POLEA VENTILADOR;0;;;0
01;1W4369;13/01/1999;99;000002;1;1;122,33601;122,33601;PS;7;0;01;16;3;2;S;POLEA ALTERNADOR;0;;;0
01;7C3559;13/01/1999;99;000002;1;1;123,86258;123,86258;PS;7;0;01;16;3;3;S;CORREAS;0;;;0
01;7W5685;13/01/1999;99;000002;1;1;1053,50811;1053,50811;PS;7;0;01;16;3;4;S;POLEA CIGUENAL;0;;;0
01;8T2604;13/01/1999;99;000002;2;2;6,45487;6,45487;PS;7;0;01;16;3;5;S;RETEN PASA DE 5P3272;0;;;0
01;7N8779;13/01/1999;99;000002;1;1;3,2635;3,2635;PS;7;0;01;16;3;6;S;JUNTA;0;;;0
01;1052508;13/01/1999;99;000002;1;1;105,2853;105,2853;PS;7;0;01;16;3;7;S;BOMBI;0;;;0
01;1T0416;13/01/1999;99;000002;4;4;3,05915;3,05915;PS;7;0;01;16;3;8;S;TORNILLO;0;;;0
01;0R3418;13/01/1999;99;000002;2;2;176,1266;176,1266;PS;7;0;01;16;3;9;S;BOQUILLA;0;;;0
01;4K5122;14/01/1999;99;000003;6;6;3,48587;3,48587;PS;7;0;01;16;3;1;S;PORTA FUSIBLES;0;;;0
01;6N7987;14/01/1999;99;000003;3;3;25,98776;25,98776;PS;7;0;01;16;3;2;S;LAMPARA;0;;;0
01;6N7988;14/01/1999;99;000003;3;3;38,76528;38,76528;PS;7;0;01;16;3;3;S;CUERPO;0;;;0
01;5P5813;22/01/1999;99;000004;1;1;50,97785;50,97785;PS;7;0;01;16;3;1;S;TUERCA;0;;;0
01;4V7173;22/01/1999;99;000004;1;1;11,85797;11,85797;PS;7;0;01;16;3;2;S;ARANDELA O CONTRATUERCA;0;;;0
01;5K2595;22/01/1999;99;000004;1;1;17,19496;17,19496;PS;7;0;01;16;3;3;S;RETEN CENTRO CRUCETA;0;;;0
01;2K5109;22/01/1999;99;000004;1;1;2,78269;2,78269;PS;7;0;01;16;3;4;S;JUNTA;0;;;0
01;3J0634;22/01/1999;99;000004;1;1;6,16037;6,16037;PS;7;0;01;16;3;5;S;TORICA NITRILO;0;;;0
01;5M7329;22/01/1999;99;000004;1;1;12,20656;12,20656;PS;7;0;01;16;3;6;S;JUNTA;0;;;0
01;9X3392;22/01/1999;99;000004;1;1;209,94555;209,94555;PS;7;0;01;16;3;7;S;MOTOR;0;;;0
01;6V6865;22/01/1999;99;000004;1;1;150,93818;150,93818;PS;7;0;01;16;3;8;S;BRAZO;0;;;0
01;9X3337;28/01/1999;99;000005;1;1;354,53704;354,53704;PS;7;0;01;16;3;1;S;LIMPIA PARABRISA;0;;;0
01;1P4577;28/01/1999;99;000005;3;3;8,45624;8,45624;PS;7;0;01;16;3;2;S;BRIDA;0;;;0
01;1247570;20/01/1999;99;000006;1;1;149,18923;149,18923;PS;7;0;01;16;3;1;S;JUEGO DE JUNTAS;0;;;0
01;4N1156;20/01/1999;99;000006;2;2;2,3139;2,3139;PS;7;0;01;16;3;2;S;JUNTA;0;;;0
01;1090073;20/01/1999;99;000006;1;1;7,20614;7,20614;PS;7;0;01;16;3;3;S;RETEN;0;;;0
01;4N2199;20/01/1999;99;000006;1;1;3,42577;3,42577;PS;7;0;01;16;3;4;S;JUNTA;0;;;0
01;5K5959;20/01/1999;99;000006;4;4;4,08688;4,08688;PS;7;0;01;16;3;5;S;TORICA NITRILO;0;;;0
01;1H0474;20/01/1999;99;000006;2;2;5,39108;5,39108;PS;7;0;01;16;3;6;S;TORICA NITRILO;0;;;0
01;7C0307;20/01/1999;99;000006;5;5;1,83309;1,83309;PS;7;0;01;16;3;7;S;JUNTA;0;;;0
01;2H1193;20/01/1999;99;000006;2;2;3,08319;3,08319;PS;7;0;01;16;3;8;S;MANGUITO;0;;;0
01;3S9643;20/01/1999;99;000006;2;2;15,43399;15,43399;PS;7;0;01;16;3;9;S;RETEN;0;;;0
01;1090072;20/01/1999;99;000006;2;2;6,76139;6,76139;PS;7;0;01;16;3;10;S;RETEN TO;0;;;0
01;1090074;20/01/1999;99;000006;1;1;10,81822;10,81822;PS;7;0;01;16;3;11;S;RETEN TO;0;;;0
01;4N1946;20/01/1999;99;000006;1;1;3,41375;3,41375;PS;7;0;01;16;3;12;S;JUNTA;0;;;0
01;4W4794;20/01/1999;99;000006;2;2;43,03247;43,03247;PS;7;0;01;16;3;13;S;REGULADOR;0;;;0
01;7W2327;20/01/1999;99;000006;1;1;8,17977;8,17977;PS;7;0;01;16;3;14;S;FILTRO;0;;;0
01;6V1899;07/04/1999;99;000010;2;2;22,60256;22,60407;PS;7;0;01;16;3;1;S;RETEN;0;;;0
01;6V5142;07/04/1999;99;000010;10;10;4,47141;4,47153;PS;7;0;01;16;3;2;S;TORICA;0;;;0
01;2.62X7.59;19/04/1999;99;000011;20;20;0;0;PS;0;0;01;16;4;0;S;TORICA NITRILO;0;;;0
01;2.62X9.19;19/04/1999;99;000011;10;10;0;0;PS;0;0;01;16;4;2;S;TORICA NITRILO;0;;;0
01;2.62X9.92;19/04/1999;99;000011;10;10;0;0;PS;0;0;01;16;4;3;S;TORICA NITRILO;0;;;0
01;2.62X13.10;19/04/1999;99;000011;10;10;0;0;PS;0;0;01;16;4;4;S;TORICA NITRILO;0;;;0
01;2.62X15.88;19/04/1999;99;000011;10;10;0;0;PS;0;0;01;16;4;5;S;TORICA NITRILO;0;;;0
01;2.62X23.47;19/04/1999;99;000011;20;20;0;0;PS;0;0;01;16;4;6;S;TORICA NITRILO;0;;;0
01;2.62X37.77;19/04/1999;99;000011;10;10;0;0;PS;0;0;01;16;4;7;S;TORICA NITRILO;0;;;0
01;2.62X63.17;19/04/1999;99;000011;10;10;0;0;PS;0;0;01;16;4;9;S;TORICA NITRILO;0;;;0
01;2.62X94.92;19/04/1999;99;000011;5;5;0;0;PS;0;0;01;16;4;10;S;TORICA NITRILO;0;;;0
01;3.53X12.29;19/04/1999;99;000011;5;5;0;0;PS;0;0;01;16;4;12;S;TORICA NITRILO;0;;;0
01;3.53X21.82;19/04/1999;99;000011;10;10;0;0;PS;0;0;01;16;4;13;S;TORICA NITRILO;0;;;0
01;3.53X26.57;19/04/1999;99;000011;20;20;0;0;PS;0;0;01;16;4;14;S;TORICA NITRILO;0;;;0
01;3.53X32.92;19/04/1999;99;000011;20;20;0;0;PS;0;0;01;16;4;15;S;TORICA NITRILO;0;;;0
01;3.53X36.09;19/04/1999;99;000011;20;20;0;0;PS;0;0;01;16;4;16;S;TORICA NITRILO;0;;;0
01;3.53X37.69;19/04/1999;99;000011;10;10;0;0;PS;0;0;01;16;4;17;S;TORICA NITRILO;0;;;0
01;3.53X46.02;19/04/1999;99;000011;10;10;0;0;PS;0;0;01;16;4;19;S;TORICA NITRILO;0;;;0
01;3.53X51.71;19/04/1999;99;000011;10;10;0;0;PS;0;0;01;16;4;20;S;TORICA NITRILO;0;;;0
01;3.53X56.74;19/04/1999;99;000011;10;10;0;0;PS;0;0;01;16;4;21;S;TORICA NITRILO;0;;;0
01;3.53X67.84;19/04/1999;99;000011;10;10;0;0;PS;0;0;01;16;4;22;S;TORICA NITRILO;0;;;0
01;3.53X88.49;19/04/1999;99;000011;5;5;0;0;PS;0;0;01;16;4;24;S;TORICA NITRILO;0;;;0
01;3.53X104.37;19/04/1999;99;000011;5;5;0;0;PS;0;0;01;16;4;27;S;TORICA NITRILO;0;;;0
01;3.53X120.24;19/04/1999;99;000011;5;5;0;0;PS;0;0;01;16;4;28;S;TORICA NITRILO;0;;;0
01;5.33X24.77;19/04/1999;99;000011;10;10;0;0;PS;0;0;01;16;4;29;S;TORICA NITRILO;0;;;0
01;5.33X26.34;19/04/1999;99;000011;10;10;0;0;PS;0;0;01;16;4;30;S;TORICA NITRILO;0;;;0
01;5.33X27.94;19/04/1999;99;000011;10;10;0;0;PS;0;0;01;16;4;31;S;TORICA NITRILO;0;;;0
01;5.33X29.51;19/04/1999;99;000011;10;10;0;0;PS;0;0;01;16;4;32;S;TORICA NITRILO;0;;;0
01;5.33X42.52;19/04/1999;99;000011;10;10;0;0;PS;0;0;01;16;4;33;S;TORICA NITRILO;0;;;0
01;5.33X53.34;19/04/1999;99;000011;5;5;0;0;PS;0;0;01;16;4;34;S;TORICA NITRILO;0;;;0
01;5.33X104.14;19/04/1999;99;000011;5;5;0;0;PS;0;0;01;16;4;36;S;TORICA NITRILO;0;;;0
01;5.33X151.77;19/04/1999;99;000011;3;3;0;0;PS;0;0;01;16;4;0;S;TORICA NITRILO;0;;;0
01;6V5736;14/04/1999;99;000012;2;2;74,09896;74,09878;PS;7;0;01;16;3;1;S;VASTAGO;0;;;0
01;5P8285;14/04/1999;99;000012;2;2;1,66408;1,6648;PS;7;0;01;16;3;2;S;MANGUERA;0;;;0
01;1P3704;14/04/1999;99;000012;2;2;2,8241;2,82476;PS;7;0;01;16;3;3;S;RETEN;0;;;0
01;8M5252;27/04/1999;99;000013;10;10;7,26023;7,26023;PS;0;0;01;16;3;1;S;TORICA SILICONA 66.27X3.53;0;;;0
01;6V3365;27/04/1999;99;000013;4;4;17,36925;17,36925;PS;0;0;01;16;3;2;S;RETEN;0;;;0
01;8V2532;03/05/1999;99;000014;2;2;15,32581;15,32581;PS;0;0;01;16;2;0;S;JUE. REPARACION FRENO;0;;;0
01;6H2577;03/05/1999;99;000014;1;1;70,58887;70,58887;PS;0;0;01;16;2;0;S;CRUZETA 966;0;;;0
01;6I2501;04/05/1999;99;000015;1;1;40,68251;40,67974;PS;0;0;01;16;3;1;S;CAT FILTRO DE AIRE;0;;;0
01;6I2502;04/05/1999;99;000015;1;1;40,12958;40,13198;PS;0;0;01;16;3;2;S;CAT FILTRO DE AIRE;0;;;0
01;6V1899;04/05/1999;99;000015;2;2;21,0204;21,02178;PS;0;0;01;16;3;3;S;RETEN;0;;;0
01;4V7080;04/05/1999;99;000015;10;10;7,6028;7,6028;PS;0;0;01;16;3;0;S;TORNILLO;0;;;0
01;5F3106;04/05/1999;99;000015;10;10;5,31926;5,31896;PS;7;0;01;16;3;0;S;TORICA NITRILO;0;;;0
01;1R0739;04/05/1999;99;000015;5;5;10,68636;10,686;PS;7;0;01;16;3;0;S;CAT FILTRO ACEITE MOTOR;0;;;0
01;7S9347;06/05/1999;99;000016;6;6;20,29017;20,29017;PS;0;0;01;16;3;0;S;CASQUILLO;0;;;0
01;9T3647;13/05/1999;99;000018;4;4;41,45205;41,4518;PS;7;0;01;16;3;1;S;CASQUILLO;0;;;0
01;9T3650;13/05/1999;99;000018;1;1;368,59489;368,59471;PS;7;0;01;16;3;2;S;PIÑON;0;;;0
01;9T3645;13/05/1999;99;000018;1;1;396,84246;396,84228;PS;7;0;01;16;3;3;S;PIÑON;0;;;0
01;9T3338;13/05/1999;99;000018;1;1;4,79518;4,79608;PS;7;0;01;16;3;4;S;PLATO;0;;;0
01;9T3339;13/05/1999;99;000018;1;1;6,08122;6,08224;PS;7;0;01;16;3;5;S;PLATO;0;;;0
01;9T3692;13/05/1999;99;000018;1;1;46,01295;46,01349;PS;7;0;01;16;3;6;S;KIT JUNTAS;0;;;0
01;24824;25/05/1999;99;000019;6;6;0,0775;12,97585;PS;20;0;01;16;6;0;S;CERROJO DEL 501;0;;;0
01;22681;25/05/1999;99;000019;6;6;0,005;0,81137;PS;20;0;01;16;6;0;S;MUELLE DEL CERROJO DEL 501;0;;;0
01;36114;25/05/1999;99;000019;2;2;0,0675;11,34711;PS;20;0;01;16;6;0;S;TORNILLO LARGO DEL 125;0;;;0
01;31138;25/05/1999;99;000019;2;2;0,04875;7,93937;PS;20;0;01;16;6;0;S;TORNILLO CORTO DEL 125;0;;;0
01;28390;25/05/1999;99;000019;8;8;0,01219;1,95329;PS;20;0;01;16;6;0;S;TUERCA TORNILLO DEL 125;0;;;0
01;36519N;25/05/1999;99;000019;2;2;0,2475;41,04913;PS;20;0;01;16;6;0;S;JUEGO DE JUNTAS DEL 125;0;;;0
01;21159;25/05/1999;99;000019;4;4;0,02813;4,75401;PS;20;0;01;16;6;0;S;TORNILLOS CHAPA DESGASTE DEL 250 Y 501;0;;;0
01;21033;25/05/1999;99;000019;4;4;0,16313;27,03352;PS;20;0;01;16;6;0;S;MUELLES DE 501;0;;;0
01;24658;25/05/1999;99;000019;4;4;0,075;12,53711;PS;20;0;01;16;6;0;S;TORNILLO DEL 501;0;;;0
01;65385;25/05/1999;99;000019;4;4;0,06;9,97079;PS;20;0;01;16;6;0;S;TORNILLO  ACUMULADOR DEL 250;0;;;0
01;PORTES;25/05/1999;99;000019;1;1;0,054;8,53437;PS;0;0;01;16;6;0;S;PORTES;0;;;0
01;EMBALAJES;25/05/1999;99;000019;1;1;0,006;1,41238;PS;0;0;01;16;6;13;S;EMBALAJES;0;;;0
01;0R5739;01/06/1999;99;000020;1;1;945,30189;945,30189;PS;0;0;01;16;3;1;S;COMPRESOR;0;;;0
01;9D6888;01/06/1999;99;000020;1;1;45,63485;45,63485;PS;0;0;01;16;3;2;S;FILTRO DE SECADO;0;;;0
01;6T6111;01/06/1999;99;000021;1;1;288,55192;288,55192;PS;0;0;01;16;3;1;S;MOTOR ELECTRICO DE AIRE ACONDICIONADO;0;;;0
01;3P7995;01/06/1999;99;000021;3;3;29,02287;29,02287;PS;0;0;01;16;3;2;S;ASPAS VENTILADOR MOTOR AIRE ACOND.;0;;;0
01;9W1490;01/06/1999;99;000021;1;1;67,0429;67,0429;PS;0;0;01;16;3;3;S;CONTADOR  C  9G6762;0;;;0
01;1P3704;11/06/1999;99;000022;8;8;2,62642;2,62642;PS;0;0;01;16;3;1;S;RETEN;0;;;0
01;3F5792;11/06/1999;99;000022;2;2;4,99441;4,99441;PS;0;0;01;16;3;2;S;TORICA NITRILO;0;;;0
01;1P3705;11/06/1999;99;000022;4;4;2,95097;2,95097;PS;0;0;01;16;3;3;S;RETEN;0;;;0
01;1U3998;11/06/1999;99;000022;1;1;20,04976;20,04976;PS;0;0;01;16;3;4;S;RETEN;0;;;0
01;4F8824;11/06/1999;99;000022;2;2;3,37769;3,37769;PS;0;0;01;16;3;5;S;TORICA NITRILO;0;;;0
01;5H6005;11/06/1999;99;000022;6;6;0,90753;0,90753;PS;0;0;01;16;3;6;S;TORICA NITRILO;0;;;0
01;7F2122;11/06/1999;99;000022;2;2;4,63981;4,63981;PS;0;0;01;16;3;7;S;TORICA NITRILO;0;;;0
01;3G2673;11/06/1999;99;000022;2;2;39,24609;39,24609;PS;0;0;01;16;3;8;S;RETEN;0;;;0
01;6F4718;11/06/1999;99;000022;4;4;5,42113;5,42113;PS;0;0;01;16;3;9;S;TORICA NITRILO;0;;;0
01;9T8126;11/06/1999;99;000022;2;2;6,33467;6,33467;PS;0;0;01;16;3;10;S;TUBO;0;;;0
01;3G9725;11/06/1999;99;000022;4;4;7,89129;7,89129;PS;0;0;01;16;3;11;S;ARILLO;0;;;0
01;3G9724;11/06/1999;99;000022;4;4;13,39656;13,39656;PS;0;0;01;16;3;12;S;RETEN;0;;;0
01;8T4907;11/06/1999;99;000022;2;2;18,00632;18,00632;PS;0;0;01;16;3;13;S;RETEN M,;0;;;0
01;8J6236;11/06/1999;99;000022;2;2;3,58203;3,58203;PS;0;0;01;16;3;14;S;FRENO;0;;;0
01;3G9726;11/06/1999;99;000022;8;8;13,34848;13,34848;PS;0;0;01;16;3;15;S;TORICA;0;;;0
01;3D2824;11/06/1999;99;000022;8;8;1,43041;1,43041;PS;0;0;01;16;3;16;S;TORICA NITRILO;0;;;0
01;5P5599;16/06/1999;99;000023;2;2;4,74199;4,74199;PS;0;0;01;16;3;1;S;RETEN;0;;;0
01;7M8485;16/06/1999;99;000023;2;2;1,68884;1,68884;PS;0;0;01;16;3;2;S;JUNTA;0;;;0
01;2K8198;16/06/1999;99;000023;4;4;1,67081;1,67081;PS;0;0;01;16;3;3;S;TORICA NITRILO;0;;;0
01;5H2767;16/06/1999;99;000023;2;2;1,63475;1,63475;PS;0;0;01;16;3;0;S;TORICA NITRILO;0;;;0
01;4J8997;16/06/1999;99;000023;1;1;1,79102;1,79102;PS;0;0;01;16;3;5;S;TORICA NITRILO;0;;;0
01;3D2824;16/06/1999;99;000023;1;1;1,43041;1,43041;PS;0;0;01;16;3;6;S;TORICA NITRILO;0;;;0
01;5P6859;16/06/1999;99;000023;1;1;15,54818;15,54818;PS;0;0;01;16;3;7;S;RETEN;0;;;0
01;3J1907;16/06/1999;99;000023;1;1;0,8895;0,8895;PS;0;0;01;16;3;8;S;TORICA;0;;;0
